,玉米的歌声,星期五晚上的胡萝卜,晚高峰,日出原理,明日恐惧症,每天朝山顶推一秒的石头,唤醒石头里存在的生命,洞天,冬日追逐,心奇爆龙战车,屈原,卡卡虎大冒险,妖道至尊,斗破苍穹,毛毛镇,无脑魔女,新大头儿子和小头爸爸 欢乐亲子营,中国畅想曲,棉花糖和云朵妈妈 快乐生活,奇奇和努娜,小绿和小蓝,怪兽小馆,时光代理人,四格勇者,第一序列,镇魂街,小鹿蓝蓝,拇指总动员,我玩游戏成了绝世强者,神兽小岛,节气小精灵,异空战歌,巧虎奇幻舞台历险记,少年英雄小哪吒,霸王龙雷奇,机米和露露,雪王驾到,魔法学院,如果历史是一群喵,诸葛亮,嗨！三宝,凹凸学园,给我来个小狐狸,天界代购店,傲世九重天,明日方舟：冬隐归路,三十六骑,都市神医：七个师姐保我无敌,猪猪侠益智课堂,小品一家人,超变战陀,正经少主的幸福生活,少年歌行,钢铁飞龙,七侯笔录,炫卡斗士,你的人生是我来迟了,月魁传 动态漫画,哑舍,十方武圣,淘气猪多多,不死不灭,变形联盟,小刻的画图写话,猪猪侠,燃夏,胶囊计划,盟卡车神,槑好时光·城南忆事,桃花扇,风雪山神庙,年,路,仙王的日常生活,火星西路,命运拳台,原来我早就无敌了,盐友,贝肯熊：火星任务,枕刀歌,乖桃与闹瓜,妙趣横生故事汇,我们渡江啦,春芽宝贝,故事王国,中华民间故事,智慧村的故事,彩虹森林的故事,啾啾成长记,小鸡丫丫的日常百科,丫丫的日常百科,船员历险记,托宝战士,百变雄师,蔬菜不寂寞,萌果乐多多,妙趣横生恐龙世界,出动 安全救援号,参娃与天池怪兽,中华上下五千年,猪多多成长日记,奇妙大冒险,故事小号手,神奇飞船,快乐的海洋,威力成长记,乐比悠悠学成语,不一样的科学故事,不一样的语文故事,不一样的数学故事,贾老爷开店,乐儿智慧王国 博览名著,乐儿智慧王国 七巧板,乐儿智慧王国 奇幻科普,小强与旺财,安全小卫士,中华美德 成语教育动画,繁花似锦,好伙伴,漫虫记,豫游记,淘淘与小布,阿U学堂,三只兔子,阿优学科学,尼尼和她的好朋友,南瓜学院,穿越云南三千年 云小志漫游记,钟南山的故事,天眼之父南仁东,黑云国历险记,东方探秘谷,趣说经典,我在未来有套房,王安石与鄞县,都市最强仙尊,我靠签到逆天改命,我在魔界当大佬,弟子都说我无敌,超级微信,史上最强,都市最强房东,重生归来：直接无敌,不白吃古诗词漫游记,我的弟子都超神,地下城与勇士,大宇宙时代,异人君莫邪,万古第一神,亏成首富从游戏开始,四季童年,旅途危机！圣芙蕾雅号特别事件,咸鱼哥,一世之尊,百妖谱,捕星司·源起,开心超人,五侠笑闯中洲,牧神记,守龙者,神道帝尊,山山田田间,宗门里除了我都是卧底,白蛇：浮生,大道朝天,喜羊羊与灰太狼,虎鹤妖师录,盒中之海,食草老龙被冠以恶龙之名,伍六七,头脑特工队,虫小绿历史为什么,星星班长,黑神话：悟空,小小知道,哈小浪,神奇马戏团,伞少女,时光的画笔,成语中国,万渣朝凰,炼气练了三千年,传闻中的白月光,笼中人,爆炫星陀,怪想售,绿毛怪格林奇,赘婿,神奇的朋友 咖宝蛋神,白色闪电,咖宝车神,我的三体,精灵梦叶罗丽,民调局异闻录,我叫mt,小花仙,无聊就完结,阿诺德和他可爱的木偶们,赛尔号,彩虹宝宝,百工灵,一,休,心源,小诗人,龙门,出口,猪猪侠大电影·星际行动,从姑获鸟开始,今天的晚餐就是你,幻宠师,风速少年团,邂逅她的少女时代,小药童也想修仙,回铭,我在修仙世界朝九晚五,鲲吞天下,宝莲灯,没头脑和不高兴,猪猪·吉利·小财神,百变宝贝,中华美德,超级球迷,魔鬼芯片,土红色的骆驼,西游漫记,白玉堂,财宝小狐狸,飞龙天降,钟点父子,三十六计奇遇记,小草帽,小和尚,家有开心果,红孩儿传奇,怪城,咕噜先生,民族风情,风尘小游侠,聪明的笨小猪,隐身探长,大森林里的小故事,红鼻子,地上城与勇士,银河封神纪,反派初始化,FLUFFY LAND,超变兽车侠,虚无边境,神之一脚,没牙的老虎,皮皮的故事,巴塔木晚安故事,小鸡彩虹,林海雪原,仙女奇缘,逐梦少年,少年苏东坡传奇,梦想总动员,探险中的小百科,乌鸦为什么是黑的,东郭先生,小蛋壳,女娲补天,假如我是武松,狼来了,鹿铃,小熊猫学木匠,曹冲称象,善良的夏吾冬,抬驴,猴子捞月,崂山道士,真假李逵,南郭先生,人参果,三个和尚,张飞审瓜,雪孩子,老狼请客,好猫咪咪,愚人买鞋,熊猫百货商店,画廊一夜,大英雄狄青,猩猩探长,牛牛和西西,应该靠自己,快乐家家车,怪老头儿,大盗贼,汉化日记,大雨,奶泡泡学成语,瑞奇宝宝,缔灵爱,苍兰诀,新·异常生物见闻录：序,嫁人就嫁灰太狼,明日方舟：焰烬曙明,山海封神,这个大佬画风不对,重生,最强反套路系统,我真的不想当,我在末世搬金砖,我的师傅每到大限才突破,神豪,从不出手的我混成了天榜大佬·,从零开始当首富,道君,掌门低调点,最强神王,我真不是大反派啊,重生都市天尊,开局一条鲲,最强神赐,系统逼我做反派,圣尊助理的我已经无敌了,都市阴阳仙医,相亲式修真道侣,最强弃少,大象无形,龅牙的快乐生活,金蚕往事,天命出马仙,亡灵天灾：我抬手百万骨海,君有云,航天双子星,精灵蒲公英,米乐米可,跳跳鱼世界故事会,新大头儿子和小头爸爸 智能小当家,福娃,封灵特优生,灵笼,我的弟子遍布诸天万界,U探泰拉,大侠请上功,反派师尊的我带着徒弟们天下无敌,目标一亿积分,念无双,凸变英雄x,我的师兄太强了,虹猫蓝兔海底历险记,虹猫蓝兔七侠传,海尔兄弟高清,凹凸世界·Reborn,冰封末日：绝无生还之路,真理面具,长歌行,木木博士,猪多多,君子无疾,那年那兔那些事儿,三国演义,小鲤鱼历险记,蛮荒仙界,美猴王,哪吒传奇,火凤燎原,天命大主宰,赛几传说,请吃红小豆吧！食物世界,不白吃话山海经,聪明的阿凡提,知宝学堂,是王者啊？,宝宝乐学堂,可可小爱快乐学知识,小蜜蜂,欢乐小狮子,开心动物园,大侦探熊猫猪,乐比悠悠,奇特益智工程车,小神有戏,喷喷象小百科,中华名人小课堂,多多趣味识字课堂,趣说中华名人故事,菠萝王国,中华诗歌故事,数学魔法,棒波免的海洋之旅,荒岛历险记,纳尤古传奇,嘀嗒传奇,纸朋友,冒险小王子,奇趣特工队,灵草小战士,龙宝小英雄,闪亮闪亮太伶美,魔方战士,新大头儿子和小头爸爸传奇兜兜,棉花糖和云朵妈妈超级小米花,号牛乃唐,青田小田鱼,我是发明家,大运河奇缘,嘟嘟小分队,魔法可可,转战,山海宝贝,半蛋龙,星原小宝,大宝大牙科学探索,绿野森林的故事,豆豆一家人,超元绝战,功夫萌娃,土波兔,始祖的足迹,中华优秀传统文化系列动画片,童心向阳,凿壁偷光-匡衡的传说,孔子见老子,孔子归来,论语智慧,飞天狐和卡卡,橡树餐厅,汽车星球,恐龙时代,乐园市的快乐日常,小鸡丫丫动起来,光影天炎战甲,百变校巴,罗米熊与丹米兔,跳跳鱼世界,小刺猬吉吉,工程车救援行动队,小小的世界,鹿宝贝朗迪,快乐熊兜兜,怪兽家族,阿U学英语,乌龙院,乐儿智慧乐园 幼儿启蒙,乐儿智慧乐园 世界各国,猪猪侠恐龙爆笑研究所,猪猪侠爆笑科普乐园,百变校巴成语故事,核晶少年,疯狂小糖,你好！卟卟,百变校巴成长绘本,百变校巴英文儿歌,奇特工程车,漫赏秦腔,爸爸妈妈小时候的故事,天外福星,飞越五千年,晓晓成长日记,奇奇妙妙博物馆,彭祖传奇,水果三国,杰米熊,百变布鲁可,车宝乐园,汽车世界城市大冒险,公众应急知识,鸭丫俱乐部,中华廉政故事,火火兔学古诗,快乐熊猫一家人,中医药里的故事,一千零一夜,小猫威力,神奇小队,神奇画笔看世界,小豆的微观世界,儿童小百科,探索生活小百科,木头岛的故事,成语诗词荟萃,反诈小分队,小羊哈哈童年日记,桃花夫人,快乐小郑星,雪王,胶囊计划 英雄,全职高手荣耀小剧场,恰同学少年,暂停！智序重组,元气奇事,紫川,开局地摊卖大力,在下“英台”,双生武魂,非人哉,是假千金也要手握团宠剧本,龙族Ⅱ,通灵妃,妖神记,斗罗大陆剧场版 剑道尘心,我为刀宗,赵琳的探险日记,云深不知梦,葫芦兄妹,夜光溯明,凌天独尊,《崩坏：星穹铁道》动画短片：「听！狂欢在那神佑的山巅」,【无职转生同人动画】血契之约,鬼吹灯,后羿,武碎星河,玲珑骰,神墓,缥缈剑仙传,万剑王座,斗破苍穹 年番,信息素说我们不可能,猫和老鼠：星盘奇缘,向着星辰的长征
2025-01-12,,,,,,,,,,233.0,1771.0,161.0,126.0,17246.0,,,,,,,641.0,,7220.0,,2010.0,2109.0,,,,,,,,478.0,0.0,,,366.0,1421.0,5267.0,,,,,1026.0,,217.0,,,1352.0,286.0,,5816.0,565.0,,,,,1116.0,409.0,,390.0,412.0,,3591.0,,663.0,,,946.0,414.0,3819.0,1505.0,1026.0,,337.0,262.0,,,218.0,,,,,,100.0,,,,,,,,,113.0,,,,,792.0,,,,,,,,,,,,,,,,,,697.0,,,,,,,,,,,,,,,,,,,,,,104.0,345.0,,,,122.0,1550.0,165.0,122.0,9082.0,552.0,,,,1086.0,1099.0,,1220.0,,15894.0,436.0,1299.0,,1123.0,,3677.0,5094.0,1110.0,174.0,147.0,1897.0,1186.0,,,103.0,,,141.0,343.0,,,511.0,204.0,,,,,150.0,3167.0,,253.0,1222.0,263.0,782.0,854.0,491.0,1237.0,,,2505.0,346.0,,17213.0,935.0,,,496.0,483.0,,938.0,,363.0,,,,,,167.0,1506.0,990.0,,72.0,126.0,,23.0,,,311.0,,,,,,326.0,,0.0,,0.0,56.0,,,,,153.0,,,261.0,,,,,,,,165.0,1318.0,35.0,,,131.0,,56.0,461.0,,1114.0,26.0,475.0,49.0,35.0,1134.0,35.0,27.0,368.0,501.0,161.0,340.0,2170.0,515.0,26.0,492.0,117.0,127.0,17.0,106.0,79.0,209.0,,,,112.0,145.0,211.0,248.0,363.0,,332.0,,2866.0,,133.0,,,354.0,2736.0,600.0,,,218.0,,,,936.0,303.0,,,113.0,,,,,,,800.0,488.0,,,187.0,,366.0,,,,,,488.0,,1269.0,,,,132.0,,605.0,0.0,798.0,90.0,970.0,0.0,,,347.0,4860.0,,,,401.0,9398.0,1043.0,321.0,417.0,1020.0,565.0,,,,,115.0,,,,,1203.0,,0.0,,225.0,,,,,,,,,,,,,,,119.0,,,193.0,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,227.0,,,,,,136.0,,,136.0,,,,,504.0,,,,,,,380.0,,,,,,,,,,,,,123.0,234.0,,,,,,,,,1979.0,,,,,,,,,,,231.0,,323.0,,,1114.0,,,1029.0,607.0,,,2321.0,,,673.0,1369.0,,,438.0,0.0,,,0.0,,,2927.0,1011.0,,,2474.0,,,,785.0,,
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,250.0,1790.0,163.0,134.0,19789.0,,,,,,,755.0,,9634.0,,1824.0,2314.0,,,,,,,,474.0,0.0,,,374.0,1591.0,4924.0,,,,,998.0,,266.0,,,1516.0,336.0,,7165.0,645.0,,,,,1129.0,361.0,,387.0,450.0,,3887.0,,525.0,,,828.0,383.0,3251.0,1450.0,1025.0,,393.0,303.0,,,204.0,,,,,,65.0,,,,,,,,,91.0,,,,,879.0,,,,,,,,,,,,,,,,,,803.0,,,,,,,,,,,,,,,,,,,,,,90.0,360.0,,,,110.0,2362.0,166.0,128.0,7525.0,480.0,,,,1089.0,1032.0,,1344.0,,15067.0,415.0,1179.0,,1044.0,,2845.0,7114.0,1319.0,177.0,155.0,1823.0,1427.0,,,98.0,,,148.0,358.0,,,511.0,183.0,,,,,115.0,3247.0,,253.0,1215.0,265.0,965.0,867.0,488.0,1254.0,,,2487.0,390.0,,17670.0,986.0,,,491.0,481.0,,1009.0,,290.0,,,,,,242.0,1525.0,1047.0,,82.0,90.0,,19.0,,,307.0,,,,,,392.0,,0.0,,8.0,36.0,,,,,154.0,,,259.0,,,,,,,,182.0,2107.0,0.0,,,157.0,,45.0,491.0,,1026.0,0.0,472.0,96.0,9.0,999.0,17.0,35.0,486.0,482.0,123.0,364.0,2218.0,481.0,26.0,382.0,121.0,131.0,17.0,81.0,26.0,208.0,,,,116.0,164.0,200.0,249.0,352.0,,329.0,,2840.0,,137.0,,,327.0,2446.0,613.0,,,215.0,,,,890.0,289.0,,,95.0,,,,,,,783.0,452.0,,,159.0,,332.0,,,,,,487.0,,1119.0,,,,122.0,,494.0,0.0,759.0,107.0,935.0,8.0,,,370.0,11049.0,,,,517.0,11002.0,1084.0,287.0,491.0,1033.0,1395.0,,,,,94.0,,,,,1188.0,,18.0,,240.0,,,,,,,,,,,,,,,112.0,,,185.0,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,250.0,,,,,,127.0,,,136.0,,,,,507.0,,,,,,,581.0,,,,,,,,,,,,,135.0,260.0,,,,,,,,,1366.0,,,,,,,,,,,271.0,,316.0,,,1064.0,,,1036.0,619.0,,,2487.0,,,768.0,1558.0,,,561.0,0.0,,,0.0,,,2749.0,978.0,,,2472.0,,,,734.0,,
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
